Nome,Idade,Série,Nota Média,Endereço,Nome do Pai,Nome da Mãe,Data de Nascimento
"Steven Perez","34","","9.8","386 Matthew Viaduct","Christopher Perez","Karen Thomas","1988-09-03"
"Sarah Green","28","10","6.3","","Anthony Johnson","Michelle Thompson","1994-12-14"
"Edward Martinez","56","","4.5","19131 Jeffery Extensions Apt. 722","Michael Martinez","Michelle Wilson","1967-08-09"
"Barbara Jackson","73","","9.9","95607 Brown Walks Suite 225","Daniel Williams","Jessica Hernandez","1949-04-19"
"Jose Rodriguez","33","6","6.1","38190 Mccarthy Throughway Suite 842","David Williams","Samantha Jackson","1989-05-25"
"Robert White","67","8","","","Michael Rodriguez","Amanda Johnson","1955-10-11"
"Nancy Thomas","61","9","","42635 Spencer Crossroad Apt. 747","Michael Thomas","Cynthia Lewis","1961-06-27"
"Lisa Brown","50","7","8.3","9698 Garcia Burgs Suite 644","Daniel Thomas","Melissa White","1972-08-13"
"Jessica Garcia","46","","8.2","27473 Amanda Extension Suite 563","David White","Nicole Martinez","1976-02-06"
"Matthew Johnson","28","10","9.2","","Michael Johnson","Melissa Garcia","1994-04-24"
"William Martinez","84","","6.5","11898 Davis Views Apt. 415","Brian Wilson","Cynthia Taylor","1938-02-03"
"Melissa Martinez","69","5","","","Michael Rodriguez","Sarah Johnson","1953-06-15"
"Richard Smith","54","6","5.6","5091 Walker Mountain Suite 730","Michael Thompson","Jessica Williams","1968-04-26"
"Patricia Rodriguez","48","9","7.8","4907 Michael Parkway","Joseph Rodriguez","Sarah Hernandez","1974-03-28"
"Laura Wilson","35","8","","","Matthew Wilson","Sarah Moore","1987-12-04"
"Jessica Lewis","77","","4.7","12028 Adams Station","Joseph White","Jennifer Jackson","1945-10-19"
"David Hernandez","38","10","6.4","58726 Jasmine Overpass","David Hernandez","Jennifer Johnson","1984-12-11"
"Christopher Williams","86","","5.6","1673 Casey Drive Suite 858","Christopher Johnson","Sarah Lewis","1936-01-23"
"Michael Thompson","63","","7.3","520 Ryan Forks Suite 939","Brian Thompson","Jennifer Harris","1959-11-29"
"Jennifer Martinez","43","7","5.9","","Matthew Johnson","Sarah Lewis","1979-06-12"
"Daniel Wilson","59","8","7.4","06769 Jeffery Tunnel Suite 246","David Williams","Jennifer Thomas","1963-07-14"
"Jennifer Davis","24","","8.7","9625 Conner Mountains Apt. 529","Michael Smith","Michelle Moore","1998-10-27"
"James Harris","70","","6.9","","Matthew Harris","Jennifer White","1952-01-04"
"Elizabeth Hernandez","30","","8.3","0503 Gibson River Suite 755","Michael Hernandez","Jennifer Davis","1992-05-17"
"Jose Johnson","64","10","","","Joseph Johnson","Samantha Thompson","1958-04-22"
"Steven Martinez","74","","7.5","680 James Fall Suite 758","Christopher Martinez","Melissa Hernandez","1948-03-05"
"Susan Garcia","63","6","9.6","9273 Scott Forges","Michael Johnson","Samantha Davis","1959-10-06"
"Michael Brown","53","","6.2","477 James Parkway Suite 726","Michael Johnson","Cynthia Hernandez","1969-07-21"
"Sarah Jackson","71","9","","","Joseph White","Cynthia Harris","1951-11-29"
"Karen Williams","37","5","","24059 Medina Throughway Apt. 389","Matthew Johnson","Jennifer Thomas","1985-06-30"
"Steven Thompson","81","8","","","Michael Wilson","Sarah Davis","1941-05-09"
"Karen Moore","51","7","6.6","1558 Nicole Street Suite 781","Christopher Johnson","Melissa Thompson","1971-11-26"
"David Jackson","42","10","","","Daniel Moore","Sarah Davis","1980-07-26"
"Jessica Martinez","66","6","8.9","","Joseph Rodriguez","Melissa Harris","1956-06-15"
"Joseph Johnson","44","8","7.1","","Christopher Wilson","Jennifer Hernandez","1978-10-04"
"Lisa Davis","63","5","","","David Thompson","Melissa Hernandez","1959-01-24"
"Christopher Taylor","74","7","","","Joseph Taylor","Jennifer Hernandez","1948-05-16"
"John Johnson","45","","9.2","36086 Michael Loaf Suite 704","David Johnson","Jennifer Hernandez","1977-04-05"
"Nicole Rodriguez","25","8","7.7","31904 Lopez Drive","Brian Rodriguez","Sarah Hernandez","1997-03-17"
"Jennifer Johnson","51","5","","","Joseph White","Jennifer Hernandez","1971-11-30"
"Laura Hernandez","80","7","6.5","86385 Brian Tunnel Apt. 284","Michael Martinez","Nicole Lewis","1942-12-13"
"Jessica Perez","59","6","8.4","3327 Angela Creek Suite 793","Michael Rodriguez","Sarah Hernandez","1963-05-21"
"William Williams","57","7","","","Daniel Martinez","Jessica Davis","1965-03-07"
"Lisa Martinez","48","6","7.3","57615 Pamela Course","Brian Smith","Samantha Thompson","1974-02-06"
"Kimberly Miller","61","9","","","Joseph Lewis","Samantha Martinez","1960-07-19"
"Christopher Brown","28","10","5.5","1737 Alexandra Mall Suite 118","Joseph Williams","Jessica Thompson","1994-05-18"
"William Rodriguez","89","","5.9","","Michael Rodriguez","Samantha Taylor","1933-01-18"
"John Wilson","52","7","","","David White","Samantha Harris","1969-05-10"
"Steven Hernandez","72","","6.4","05915 Peterson Springs Suite 998","David Wilson","Laura Garcia","1950-06-08"
"Jessica White","47","8","8.1","","Michael White","Samantha Davis","1975-10-17"
"Joseph Rodriguez","38","5","","","Michael Johnson","Jessica Martinez","1984-05-05"
"Jennifer Garcia","67","","6.7","389 Sandra Isle Suite 828","Brian Garcia","Sarah Davis","1955-10-04"
"Jessica Taylor","29","9","6.9","1437 Ashley Mountains Suite 687","Joseph Taylor","Jennifer Hernandez","1993-07-15"
"William Martinez","72","6","","","David Garcia","Jennifer Taylor","1950-09-06"
"Nancy Thompson","61","10","","","Christopher Johnson","Nicole Harris","1961-05-11"
"Jennifer Thompson","41","","6.4","22712 Simpson Overpass Apt. 274","David Thompson","Sarah Martinez","1981-10-07"
"Daniel Brown","48","9","","","Joseph Rodriguez","Jessica White","1974-02-22"
"Christopher Moore","86","","6.7","710 James Lights Suite 826","Joseph Moore","Melissa Hernandez","1936-02-26"
"Jessica Johnson","59","7","5.9","048 Rodriguez Plains Suite 488","Daniel Rodriguez","Jennifer Hernandez","1963-08-25"
"Jessica Garcia","69","","5.7","2157 Ellis Light Suite 688","Daniel Martinez","Jennifer Thompson","1953-12-06"
"John Taylor","26","","7.3","","David Williams","Jennifer Moore","1996-07-30"
"Lisa Brown","77","","5.7","4845 Kelly Divide Suite 071","Joseph White","Jennifer Martinez","1945-06-14"
"Lisa Williams","49","","6.4","73090 Munoz Forge Apt. 463","David Johnson","Sarah Johnson","1973-09-08"
"Steven Hernandez","39","7","","","David Williams","Melissa Lewis","1983-07-27"
"Nancy Johnson","88","6","","","Joseph Johnson","Melissa Garcia","1934-10-18"
"Jessica Thompson","43","7","","","Daniel Johnson","Samantha Lewis","1979-01-26"
"Steven Hernandez","57","8","","","Joseph Johnson","Nicole Garcia","1965-09-12"
"Sarah Wilson","64","9","","","Joseph Hernandez","Jessica Hernandez","1958-04-09"
"Karen Davis","68","","7.4","93724 Lucas Mills Apt. 125","David Smith","Jennifer Hernandez","1954-12-14"
"Christopher Perez","45","7","8.6","328 Smith Viaduct Suite 602","Brian Perez","Sarah Garcia","1976-07-30"
"Jessica Thomas","56","5","9.5","453 Williams Viaduct Suite 459","Michael Thompson","Sarah Hernandez","1966-08-16"
"Laura Johnson","41","10","","","Daniel Williams","Jennifer Hernandez","1981-12-09"
"David Taylor","73","","5.7","60309 James Lights","Brian Taylor","Samantha Lewis","1949-08-25"
"Christopher Davis","84","8","","","Joseph Hernandez","Nicole Garcia","1938-07-19"
"John Davis","65","7","","","Joseph Moore","Samantha Garcia","1957-10-15"
"Karen Taylor","62","6","","","Joseph Johnson","Sarah Harris","1960-05-24"
"Christopher Garcia","26","","6.5","53078 Horton Groves Suite 663","Brian Garcia","Nicole Taylor","1996-02-18"
"Laura Lewis","87","","7.9","7423 Bryan Springs","David Rodriguez","Melissa Rodriguez","1935-06-03"
"John Thompson","70","5","","","Joseph Rodriguez","Jennifer Hernandez","1952-02-20"
"Joseph Taylor","44","9","5.7","","Daniel Garcia","Sarah Hernandez","1978-09-25"
"Jennifer Jackson","74","10","6.8","","David Martinez","Sarah Hernandez","1948-07-27"
"Jennifer Hernandez","49","","6.1","17069 Conley Pines","Brian Hernandez","Melissa Lewis","1973-11-02"
"Lisa White","60","7","","","David Johnson","Melissa White","1961-06-20"
"Susan Garcia","73","6","","","Joseph White","Nicole Thompson","1959-12-08"
"John Johnson","45","8","7.4","2284 Rachel Drive","David Johnson","Jennifer Hernandez","1977-03-16"
"Christopher Hernandez","47","9","8.2","","Brian Garcia","Sarah Hernandez","1975-01-05"
"Susan Moore","70","7","7.9","99820 Michael Plaza","David Thompson","Jessica Rodriguez","1952-06-30"
"Jessica Rodriguez","83","5","","","Joseph Hernandez","Samantha Taylor","1939-04-11"
"Jennifer Johnson","54","8","","","Joseph Moore","Melissa Lewis","1968-05-11"
"Jessica Harris","37","","5.9","675 Rodriguez Shore","Brian Harris","Jessica White","1985-09-25"
"Jennifer Davis","65","","7.1","6541 Jones Junctions","Daniel Davis","Melissa Rodriguez","1957-06-13"
"James Johnson","41","","7.3","","David Moore","Samantha Martinez","1981-01-06"
"Steven Rodriguez","72","7","8.5","29916 Ellis Bypass Suite 994","Daniel Rodriguez","Sarah Hernandez","1950-07-19"
"Barbara Thompson","73","","6.4","5761 Rodriguez Extension Apt. 421","David Taylor","Jessica Hernandez","1949-08-23"
"Jessica Johnson","38","","8.7","53005 Gomez Summit","Michael Johnson","Sarah Hernandez","1984-07-10"
"Karen Wilson","71","","6.7","8638 Garrett Turnpike","David Garcia","Samantha Davis","1951-03-03"
"Daniel Johnson","32","10","6.7","47351 Davis Stravenue","David Davis","Melissa Garcia","1990-06-25"
"Steven Johnson","85","","7.5","","Brian Johnson","Samantha Wilson","1937-07-07"
"Lisa Martinez","46","","5.7","3282 Sean Burgs Apt. 115","David Taylor","Samantha Garcia","1976-07-19"
"Joseph Wilson","57","9","9.4","11265 Brian Summit Apt. 486","David Wilson","Jessica Johnson","1965-02-16"
"Nancy Johnson","62","","5.7","36668 Laurie Spring Suite 628","David Hernandez","Jennifer Garcia","1960-07-23"
"John Martinez","82","7","6.4","4661 Daniel Cape Apt. 858","David Thompson","Melissa Rodriguez","1940-05-17"
"Steven Thompson","59","","6.7","788 Alexander Glen Apt. 679","Daniel Thompson","Melissa Johnson","1963-07-17"
"David Williams","46","8","7.8","488 Robert Brook Suite 775","Brian Williams","Sarah Thompson","1976-06-27"
"Karen Hernandez","73","5","7.2","06622 Angela Burg Apt. 840","Daniel Hernandez","Melissa Rodriguez","1949-12-03"
"John Davis","63","10","","","David Johnson","Jennifer Davis","1959-03-26"
"Steven Taylor","52","","6.7","25019 Christopher Terrace Apt. 127","David Taylor","Melissa Hernandez","1969-09-18"
"Lisa Taylor","71","9","8.9","1317 Susan Cliffs","Brian Taylor","Melissa Wilson","1951-02-21"
"Laura Jackson","45","8","6.9","74389 Davis Shoals Suite 389","David Jackson","Melissa Thompson","1977-08-10"
"Jennifer Rodriguez","54","7","","","David Rodriguez","Melissa Hernandez","1968-12-18"
"Christopher Johnson","87","","6.4","269 Edwards Passage Suite 135","Brian Johnson","Melissa Thompson","1935-04-28"
"Jennifer Johnson","32","","8.2","047 Jennifer Islands Suite 345","Daniel Johnson","Jennifer Davis","1990-12-22"
"Jennifer Hernandez","74","","5.7","1240 Daniel Islands","Brian Hernandez","Melissa Garcia","1948-01-26"
"John Taylor","77","","8.3","28113 Thompson Loaf Suite 149","Daniel Johnson","Melissa Wilson","1944-08-18"
"Christopher Rodriguez","36","","7.3","8754 Rivera Rapid Apt. 239","Brian Rodriguez","Melissa Thompson","1986-07-28"
"Barbara Smith","83","","7.9","307 Hill Stream Apt. 055","Brian Smith","Jennifer Hernandez","1939-03-14"
"Sarah Thompson","63","8","","","Daniel Johnson","Melissa Davis","1959-01-03"
"Jennifer Lewis","81","","6.5","1105 Park Points Suite 940","Brian Lewis","Melissa Hernandez","1941-06-25"
"Jennifer Clark","","5","8.6","","","","1977-03-08"
"John Rodriguez","25","","9.4","7725 Douglas Trace Suite 000","Matthew Martinez","Nicole Bradley","1997-09-22"
"Michael Smith","67","7","","","Matthew Adams","Samantha Lewis","1955-05-30"
"Amanda Harris","18","10","","","Joseph Hernandez","Samantha Lewis","2004-02-11"
"Linda Johnson","92","","","86552 Derek Lights","Michael Hernandez","Kristen Johnson","1930-07-24"
"Daniel Williams","35","6","6.3","","","","1987-12-18"
"Susan Martin","82","9","3.8","30538 Jones Spur","Alexander Silva","","1941-10-05"
"Michelle Brown","62","7","7.5","52840 Ramirez View","Daniel Brown","Melissa White","1960-04-05"
"Jennifer Thompson","39","9","9.1","43906 Nicole Junction","Robert Thompson","Cynthia Thompson","1983-11-10"
"Christopher Wilson","81","8","","","Michael Wilson","Cynthia Wilson","1942-08-30"
"Kimberly Rodriguez","27","","8.9","515 Williams Divide","Joseph Rodriguez","Jennifer Wilson","1995-06-28"
"Emily Taylor","58","","6.8","377 Kimberly Locks Suite 776","Brian Taylor","Laura Williams","1965-07-17"
"Melissa Anderson","73","6","","","Michael Johnson","Jennifer Lewis","1949-03-01"
"Jessica Moore","47","5","7.2","5794 Moore Mountain Suite 834","Richard Moore","Melissa Lewis","1976-02-20"
"William Walker","85","","5.7","91921 Myers Circles Suite 722","Richard Johnson","Melissa Wilson","1937-10-31"
"Steven Perez","34","","9.8","386 Matthew Viaduct","Christopher Perez","Karen Thomas","1988-09-03"
"Sarah Green","28","10","6.3","","Anthony Johnson","Michelle Thompson","1994-12-14"
"Edward Martinez","56","","4.5","19131 Jeffery Extensions Apt. 722","Michael Martinez","Michelle Wilson","1967-08-09"
"Barbara Jackson","73","","9.9","95607 Brown Walks Suite 225","Daniel Williams","Jessica Hernandez","1949-04-19"
"Jose Rodriguez","33","6","6.1","38190 Mccarthy Throughway Suite 842","David Williams","Samantha Jackson","1989-05-25"
"Robert White","67","8","","","Michael Rodriguez","Amanda Johnson","1955-10-11"
"Nancy Thomas","61","9","","42635 Spencer Crossroad Apt. 747","Michael Thomas","Cynthia Lewis","1961-06-27"
"Lisa Brown","50","7","8.3","9698 Garcia Burgs Suite 644","Daniel Thomas","Melissa White","1972-08-13"
"Jessica Garcia","46","","8.2","27473 Amanda Extension Suite 563","David White","Nicole Martinez","1976-02-06"
"Matthew Johnson","28","10","9.2","","Michael Johnson","Melissa Garcia","1994-04-24"
"William Martinez","84","","6.5","11898 Davis Views Apt. 415","Brian Wilson","Cynthia Taylor","1938-02-03"
"Melissa Martinez","69","5","","","Michael Rodriguez","Sarah Johnson","1953-06-15"
"Richard Smith","54","6","5.6","5091 Walker Mountain Suite 730","Michael Thompson","Jessica Williams","1968-04-26"
"Patricia Rodriguez","48","9","7.8","4907 Michael Parkway","Joseph Rodriguez","Sarah Hernandez","1974-03-28"
"Laura Wilson","35","8","","","Matthew Wilson","Sarah Moore","1987-12-04"
"Jessica Lewis","77","","4.7","12028 Adams Station","Joseph White","Jennifer Jackson","1945-10-19"
"David Hernandez","38","10","6.4","58726 Jasmine Overpass","David Hernandez","Jennifer Johnson","1984-12-11"
"Christopher Williams","86","","5.6","1673 Casey Drive Suite 858","Christopher Johnson","Sarah Lewis","1936-01-23"
"Michael Thompson","63","","7.3","520 Ryan Forks Suite 939","Brian Thompson","Jennifer Harris","1959-11-10"
"Patricia Allen","40","8","5.7","35472 Jennifer Freeway","Aaron Banks","Kelly Harrison","1988-11-15"
"Jennifer Clark","","5","8.6","","","","1977-03-08"
"John Rodriguez","25","","9.4","7725 Douglas Trace Suite 000","Matthew Martinez","Nicole Bradley","1997-09-22"
"Michael Smith","67","7","","","Matthew Adams","Samantha Lewis","1955-05-30"
"Amanda Harris","18","10","","","Joseph Hernandez","Samantha Lewis","2004-02-11"
"Linda Johnson","92","","","86552 Derek Lights","Michael Hernandez","Kristen Johnson","1930-07-24"
"Daniel Williams","35","6","6.3","","","","1987-12-18"
"Susan Martin","82","9","3.8","30538 Jones Spur","Alexander Silva","","1941-10-05"
"Michelle Brown","62","7","7.5","52840 Ramirez View","Daniel Brown","Melissa White","1960-04-05"
"Jennifer Thompson","39","9","9.1","43906 Nicole Junction","Robert Thompson","Cynthia Thompson","1983-11-10"
"Christopher Wilson","81","8","","","Michael Wilson","Cynthia Wilson","1942-08-30"
"Kimberly Rodriguez","27","","8.9","515 Williams Divide","Joseph Rodriguez","Jennifer Wilson","1995-06-28"
"Emily Taylor","58","","6.8","377 Kimberly Locks Suite 776","Brian Taylor","Laura Williams","1965-07-17"
"Melissa Anderson","73","6","","","Michael Johnson","Jennifer Lewis","1949-03-01"
"Jessica Moore","47","5","7.2","5794 Moore Mountain Suite 834","Richard Moore","Melissa Lewis","1976-02-20"
"William Walker","85","","5.7","91921 Myers Circles Suite 722","Richard Johnson","Melissa Wilson","1937-10-31"
"Steven Perez","34","","9.8","386 Matthew Viaduct","Christopher Perez","Karen Thomas","1988-09-03"
"Sarah Green","28","10","6.3","","Anthony Johnson","Michelle Thompson","1994-12-14"
"Edward Martinez","56","","4.5","19131 Jeffery Extensions Apt. 722","Michael Martinez","Michelle Wilson","1967-08-09"
"Barbara Jackson","73","","9.9","95607 Brown Walks Suite 225","Daniel Williams","Jessica Hernandez","1949-04-19"
"Jose Rodriguez","33","6","6.1","38190 Mccarthy Throughway Suite 842","David Williams","Samantha Jackson","1989-05-25"
"Robert White","67","8","","","Michael Rodriguez","Amanda Johnson","1955-10-11"
"Nancy Thomas","61","9","","42635 Spencer Crossroad Apt. 747","Michael Thomas","Cynthia Lewis","1961-06-27"
"Lisa Brown","50","7","8.3","9698 Garcia Burgs Suite 644","Daniel Thomas","Melissa White","1972-08-13"
"Jessica Garcia","46","","8.2","27473 Amanda Extension Suite 563","David White","Nicole Martinez","1976-02-06"
"Matthew Johnson","28","10","9.2","","Michael Johnson","Melissa Garcia","1994-04-24"
"William Martinez","84","","6.5","11898 Davis Views Apt. 415","Brian Wilson","Cynthia Taylor","1938-02-03"
"Melissa Martinez","69","5","","","Michael Rodriguez","Sarah Johnson","1953-06-15"
"Richard Smith","54","6","5.6","5091 Walker Mountain Suite 730","Michael Thompson","Jessica Williams","1968-04-26"
"Patricia Rodriguez","48","9","7.8","4907 Michael Parkway","Joseph Rodriguez","Sarah Hernandez","1974-03-28"
"Laura Wilson","35","8","","","Matthew Wilson","Sarah Moore","1987-12-04"
"Jessica Lewis","77","","4.7","12028 Adams Station","Joseph White","Jennifer Jackson","1945-10-19"
"David Hernandez","38","10","6.4","58726 Jasmine Overpass","David Hernandez","Jennifer Johnson","1984-12-11"
"Christopher Williams","86","","5.6","1673 Casey Drive Suite 858","Christopher Johnson","Sarah Lewis","1936-01-23"
